authorName,hIndex
Takaaki Murata,1
Jen-Hung Tseng,1
Zhengping Qian,1
J. Sevilla,1
Z. Xie,1
H. Stockinger,1
Richard Maxwell,1
C. Garcia,1
J. Wobbrock,1
Annika Jacobsen,1
Lucas D. Introna,1
D. Dubois,1
Sarah A. Vitak,1
Franziska Pfeiffer,1
Tommi Välikangas,1
Zhangir Azerbayev,1
Meikel Pöss,1
B. Ristevski,1
R. Haynes,1
Ankit Singla,1
A. Marian,1
A. Bose,1
Lingxi Xie,1
S. Rajaraman,1
Richard N. Smith,1
Abhijit Kundu,1
D. Lomet,1
M. Menden,1
Osama Alkadi,1
Gwenith G Fisher,1
Yoshiki Tanaka,1
V. Zhirnov,1
I. Gohberg,1
Muhammed Kocabas,1
Fei Lv,1
Pritam Gundecha,1
Bilal Mirza,1
A. Tomasic,1
Joseph Chee Chang,1
S. Fieuws,1
Suzhi Bi,1
Duyu Tang,1
Jun Rao,1
R. Cornet,1
A. Franceschetti,1
Suraj Pandey,1
Jinsong Bao,1
Brian Y. Lim,1
Jorge Javier Maldonado Mahauad,1
E. Riedel,1
S. Somashekhar,1
Ting Liu,1
N. Nguyen,1
Benjamin Fish,1
Shuheng Zhou,1
M. Schmitt,1
Jaewoo Lee,1
Johannes Brandstetter,1
Reinhard Heckel,1
Shivam Agarwal,1
S. Dunlay,1
Nikolas Barkas,1
Emre Kıcıman,1
N. Bronson,1
Chenhao Niu,1
J. Weston,1
J. Zeng,1
Stanley F. Chen,1
Sergei Manzhos,1
I. Cox,1
I. Cohen,1
F. Bancilhon,1
Nan Sun,1
M. Imamura,1
R. V. Glabbeek,1
Deqing Li,1
Ming Hu,1
H. Cappelen,1
M. Atkinson,1
D. Muth,1
N. Vasilevsky,1
Danica Dillion,1
Yucen Luo,1
Kevin Gimpel,1
S. Berretti,1
Sangtae Kim,1
Mei-Tai Chu,1
T. Harris,1
F. Jelinek,1
J. Lloyd,1
S. Rizzi,1
T. Tuytelaars,1
Saif S. Khairat,1
M. Lansdaie,1
Dominique G. Roche,1
Arman A. Sadybekov,1
Yibin Li,1
Elsayed Said Mohamed,1
Wenbo Li,1
Jaideep Vaidya,1
T. Klucznik,1
S. Michie,1
E. Bean,1
M. Sevkli,1
Paolo Napoletano,1
Y. Nir,1
H. Navarro-Hellín,1
M. Malaba,1
C. Jackson,1
Weilin Xu,1
Richard A. Berk,1
Hao-ran Peng,1
Heike Felzmann,1
Alexandre Blanco-González,1
F. Güney,1
Eugene Vorontsov,1
Kari Bjørneraas,1
Chengen Wang,1
Mehmet Soysal,1
Aditi Raghunathan,1
Ting Zhang,1
Bianca Schroeder,1
Fan Liu,1
B. Bustos,1
S. Horng,1
Adam Coates,1
D. Dionysiou,1
Iain Murray,1
Maxwell L. Bileschi,1
E. Willerslev,1
Chuang Ma,1
Diego Marcos,1
Yanhui Wu,1
X. Mo,1
Raphael Tang,1
Victoria Wibeck,1
Frank J. Ohlhorst,1
MD L. Nelson Sanchez-Pinto,1
G. Mcgall,1
C. Rajendran,1
Guy Van den Broeck,1
Shuai Wang,1
A. Clark,1
S. Whittaker,1
Stephen L. Reed,1
O. Spiegel,1
T. Fernández-Caramés,1
D. Reisberg,1
Fatemeh Nargesian,1
J. Tanha,1
J. Harada,1
J. Hudson,1
A. Howard,1
Xinxian Deng,1
P. Kollock,1
Xi Chen,1
J. Gole,1
Mary C Lacity,1
J. M. Cavanillas,1
Mohammed Jahirul,1
P. Franco,1
G.V.K.S. Abhinav,1
Natalia Díaz Rodríguez,1
L. Palmer,1
Yong Yu,1
Dijiang Huang,1
Justus M. Kebschull,1
Youness Khourdifi,1
Khushbu Kumari,1
Ling Li,1
Marilyn R. Whalen,1
Oliver Rippel,1
R. Krishnamurthi,1
Tong Wang,1
E. Head,1
S. Dey,1
M. Weidlich,1
S. Streichan,1
Nithya Sambasivan,1
E. D. Collins,1
Jiahao Chen,1
Amir Arabsheybani,1
René Müller,1
I. Poel,1
Y. Joo,1
S. Krishnan,1
R. Sato,1
Danton Char,1
Li Gong,1
Shiji Song,1
Mohamed Abdel-Basset,1
Jimeng Sun,1
Rongsheng Dong,1
E. Frentzos,1
Karen R. Sepucha,1
R. Miles,1
Bruce Momjian,1
K. Schenk,1
Harvey Marcovitch,1
Sasha Costanza-Chock,1
Mengnan Du,1
Naveed Akhtar,1
Rihan Hai,1
Ricardo Mendes,1
Juwei Shi,1
Xiangxin Zhu,1
Moshe Y. Vardi,1
Madhu C. Reddy,1
Yongming Rao,1
Marzyeh Ghassemi,1
K. Sin,1
Zhihong Pang,1
M. Downs,1
E. Gaetani,1
Ji Soo Yi,1
L. Sancho,1
José A. Sáez,1
Ryan M. Mulqueen,1
G. Buel,1
Nuno Santos,1
Yiyu Yao,1
Janine Bennett,1
I. Clavera,1
J. Daciuk,1
R. Porter,1
Yogarshi Vyas,1
Foad Hamidi,1
V. Chandrasekaran,1
D. Woods,1
G. An,1
Valentina Gatteschi,1
F. Shen,1
Joseph Heath,1
Weiyu Wang,1
M. Burnett,1
A. Farouk,1
Valeria Borodin,1
Lei Yang,1
M. Akdere,1
Chloé Kiddon,1
Priyanka Neelakrishnan,1
Yanxu Zheng,1
Christoph E. Koch,1
S. Stumpf,1
Raymon van Dinter,1
Yao Zhang,1
Betty van Aken,1
J. Skorupski,1
I. Mumick,1
P. Nadkarni,1
Adriane P. Chapman,1
S. Georgakopoulos,1
F. Putze,1
Jiin-Chiou Cheng,1
M. Davenport,1
Ryan Henry,1
Cong Yu,1
Yezhen Cong,1
Joanne Hill,1
T. Iwashyna,1
A. H. Sayed,1
T. Greenhalgh,1
Malcolm Wallace,1
Sahil Kalra,1
Barbara Aquilani,1
Y. Shu,1
J. Holmes,1
M. Pidd,1
Benjamin Wilson,1
Ellen Contini-Morava,1
Ricardo Baeza-Yates,1
J. Galla,1
E. J. De Aguiar,1
C. Gormley,1
Yao Lu,1
Wenchao Xing,1
Dongran Han,1
S. Fatima,1
A. Wesolowski,1
Shaoxiong Ji,1
C. Mérot,1
Monique Bos,1
Niv Dayan,1
Jake M. Hofman,1
M. Y. Jaradeh,1
Remzi H. Arpaci-Dusseau,1
Matthew J. Salganik,1
Daisuke Ichikawa,1
Tania Tudorache,1
Sebastian Palluk,1
Weisong Zhao,1
A. Anjum,1
Laura Rieger,1
A. Sage,1
Zhenni Feng,1
Orestis Polychroniou,1
Murali Krishna Pendyala,1
P. Nemitz,1
Le Yang,1
Jun Liu,1
M. Venugopal,1
Khalid Belhajjame,1
E. Arisoy,1
Gabriel Goh,1
J. Kilborn,1
Simon Korman,1
B. Falchuk,1
G. Piatetsky-Shapiro,1
Chris Currier,1
F. F. Pastor,1
Guanyu Zhou,1
Xingbo Wu,1
C. Chute,1
M. Walther,1
A. A. M. A. Mamun,1
Gabrielle Ras,1
Ruishan Liu,1
S. Lomborg,1
Francisco-Javier Hinojo-Lucena,1
D. Lupton,1
Bharath K. Sriperumbudur,1
Yuanhua Lv,1
S. Fienberg,1
Ishai Menache,1
ET Zoom,1
S. Lohmann,1
Jialun Liu,1
K. Sadakane,1
Rowena Rodrigues,1
G. Del Fiol,1
Xi Victoria Lin,1
B. Gong,1
Grant Allen,1
Alex Kantchelian,1
Xi Peng,1
Ryan T. Fellers,1
Rui Pereira,1
Cunqing Hua,1
Ruoyan Zhang,1
N. Schork,1
N. Kapur,1
P. Bandettini,1
Mathias Lechner,1
Alex Galakatos,1
D. Lyon,1
S. Seshia,1
Jasmine Collins,1
P. Schwab,1
T. Ryan,1
Chris Franke,1
Thomas Schank,1
Ameeth Kanawaday,1
S. Kato,1
Raphael Gontijo Lopes,1
Subodh Vaid,1
V. Pareek,1
S. Bechhofer,1
Jichen Zhu,1
R. Machlev,1
Erica Forsberg,1
H. Zare Abyaneh,1
L. Hanson,1
Luca Caltagirone,1
D. Jansen,1
Gherman Novakovsky,1
T. Sequist,1
Youngeun Kwon,1
Prasanth Lade,1
Wei Zeng,1
F. Bodria,1
Leo Guelman,1
Arun Sen,1
Qiuhong Zheng,1
Tom van der Valk,1
Jiayu Zhou,1
Eli Pariser,1
Neha Agarwal,1
L. Woods,1
P. Cudré-Mauroux,1
Michael Kearns,1
V. Gomes,1
Alexey Tumanov,1
Pengfei Wang,1
Marc Khoury,1
Jinsong Wu,1
V. McGeer,1
T. Koenig,1
Larry A. Allen,1
Xuan Zhao,1
Vikram Nathan,1
P. Keane,1
Weixin Tang,1
Essam Mansour,1
M. Neuhaus,1
J. Mogul,1
M. Barni,1
Peng Wang,1
K. Freeman,1
Aarti Sathyanarayana,1
Michael D. Morse,1
Guhao Feng,1
Hedi M. Belazi,1
D. Thau,1
Christoph Mangold,1
D. Scott,1
Jinbao Wang,1
N. Dehouche,1
T. Luke,1
M. Swan,1
C. Tankard,1
Andrew McNamara,1
D. Almirall,1
Dustin Tran,1
Peiying Tao,1
Ad Feelders,1
T. W. Chim,1
A. Varghese,1
Ann A. Copestake,1
Pedro A. d. F. R. Højen-Sørensen,1
Karsten A. Schulz,1
J. Rothenberg,1
A. Szalay,1
Owen H. T. Lu,1
M. Alfaras,1
Michelle M. Li,1
Marco A. Wiering,1
Blackford Middleton,1
N. Polyzotis,1
D. Pager,1
Marc-Etienne Brunet,1
Parker Crutchfield,1
Igor Vasiljevic,1
Abhishek Rairikar,1
Ashutosh Pattnaik,1
D. Lemire,1
Liu Ke,1
Denis Tomè,1
L. Biddison,1
E. Strickland,1
Xiaodong Feng,1
A. Shenfield,1
Linh Thao Ly,1
S. Seshadri,1
D. Hsu,1
Max Tegmark,1
Yueguo Chen,1
Nereu F. Kock,1
Tim Kraska,1
S. Singh,1
Ignacio G. Terrizzano,1
Elizabeth Dinella,1
Yves Dufournaud,1
Minos N. Garofalakis,1
Jacob Metcalf,1
Ilias Maglogiannis,1
D. Wingate,1
Adarsh Subbaswamy,1
A. Sharkey,1
Matthew B Hoy,1
Jennifer Frankovich,1
Joel Rodrigues,1
R. Su,1
W. Stead,1
Elettra Bietti,1
S. Dumais,1
M. Garnelo,1
S. Lewis,1
M. Hindell,1
Weiqi Ji,1
Wenxiu Ma,1
Chris Elsden,1
P. Ray,1
Ameya Prabhu,1
S. Barab,1
M. A. Devito,1
J. Dolan,1
Hongyang Yang,1
R. Rupnik,1
I. Harris,1
K. Chu,1
Yao Ding,1
B. Borchers,1
Michael R. Wick,1
Jessie Y.C. Chen,1
D. Labovitz,1
Dinithi Nallaperuma,1
Jiangbin Wu,1
A. Ohori,1
Mingjiang Xie,1
Veronica Mansilla,1
Jingyu Zhang,1
A. Shorten,1
S. B. Shum,1
Kevin J Miller,1
M. N. Bojnordi,1
Weidong Dai,1
A. Rajabifard,1
J. Domingo-Ferrer,1
Jeong-Uk Kang,1
A. Márquez-Chamorro,1
Amitha Mathew,1
F. Smarandache,1
C. Burr,1
R. Goldblatt,1
R. V. D. Meyden,1
M. Mitchell,1
Andrea C. Arpaci-Dusseau,1
M. Hofreiter,1
Yongle Chen,1
Iulia Ion,1
Mindy K Ross,1
Henry H. Lee,1
Junjie Huang,1
Kai Peng,1
M. Rigby,1
Rada Y. Chirkova,1
Geoffrey Barbier,1
Danica Damljanovic,1
Yingxu Wang,1
Da Zheng,1
Ellen E. Lee,1
C. Bancroft,1
P. Pichler,1
Yifan Liu,1
Matthew B. A. McDermott,1
H. Imai,1
Michael A. Osborne,1
G. Filice,1
Alex G. Quinchia,1
Arunesh Sinha,1
E. Neri,1
Hao Xu,1
Jongsoo Park,1
Y. Liu,1
Andrew Beam,1
Soroush Vosoughi,1
J. Slagle,1
James R. Foulds,1
A. Bowe,1
F. Willits,1
Caterina Caracciolo,1
K. Cicha,1
O. Höffe,1
J. Johns,1
Vinh Nguyen,1
Jinglei Ren,1
Y. Gorodnichenko,1
M. Vlachos,1
Richard J. Osterman,1
Anant P. Bhardwaj,1
S. Ota,1
M. Yamin,1
Pinyaphat Tasatanattakool,1
A. Sedrakyan,1
E. Gultepe,1
M. Kuzlu,1
Bessem Zaabar,1
L. Wen,1
K. Eshghi,1
Sagar Sharma,1
Peter Shaw,1
Mario E. Munich,1
Di Wang,1
A. Chandrasekaran,1
Irene Teinemaa,1
K. Ni,1
S. Hus,1
Toqeer Ali Syed,1
Nicholas Ernest,1
Shuai Ma,1
Diego Kozlowski,1
Soroush Abbasian Dehkordi,1
F. Leighton,1
J. K. Mullin,1
Ted Pedersen,1
Kaichen Zhu,1
Miranda Bogen,1
M. Alizadeh,1
M. Boeckhout,1
Madelon Hulsebos,1
Donald A. Schön,1
S. Odelberg,1
David M. Hammer,1
Chester Ismay,1
Daofang Chang,1
C. Barrett,1
Anuraag A. Vazirani,1
A. Alamri,1
Chen Luo,1
James G. Jeffryes,1
Luke Merrick,1
Ece Kamar,1
W. Matthews,1
Benjamin Klein,1
Vivian Lai,1
Diptikalyan Saha,1
D. Ourston,1
Tianle Cai,1
M. Steichen,1
Timothy J. Judson,1
Frederik Armknecht,1
R. Gonzales,1
B. Stahl,1
Xiyang Hu,1
S. Jee,1
Pratyusha Kalluri,1
A. Koch,1
Michael Ovsiannikov,1
F. Magrabi,1
Lawrence B. Solum,1
Yu Zhang,1
Ashutosh Saxena,1
Jian-hua Li,1
Xue Wang,1
Yu-Liang Chou,1
W. D. Maurer,1
Afshin Mansouri,1
Ralf Schenkel,1
Reem Alnaqeb,1
Kun‐Hsing Yu,1
Jing Jiang,1
Hans-Georg Fill,1
Osonde A. Osoba,1
Su Yan,1
Jian Huang,1
Rohit Sinha,1
P. Hacker,1
Juho Leinonen,1
Vesna Ranković,1
A. Joly,1
Liwei Kuang,1
Janyce Wiebe,1
Hanseung Lee,1
M. Peck,1
Riccardo Rialti,1
Michael R. King,1
Christopher J. Rossbach,1
Fei Li,1
J. Heckman,1
Y. Qu,1
A. M. J. Marindra,1
Muhammad Ijaz,1
Joseph L. Watson,1
Sangjae Lee,1
C. Diniz,1
K. Kenthapadi,1
Tianbao Yang,1
M. Oetzel,1
P. C. Wong,1
Steve Kench,1
J. Liu,1
G. Ning,1
C. Nelson,1
Kevin Uttich,1
Xuangeng Chu,1
Michael B. Cohen,1
Ray Jiang,1
Alice Cambiaghi,1
R. Wilson,1
D. Acharjya,1
Yue Shen,1
E. Haut,1
P. Boddington,1
Lea Strohm,1
Erich Schubert,1
Shunlong Li,1
Mingzhang Pan,1
Jens Hamprecht,1
Chengzhi Lu,1
C. Wilks,1
Hassan Mansur Hussien,1
T. Keller,1
I. Osman,1
Joel Escudé Font,1
Eleonora D'Andrea,1
Youngjin Kwon,1
Edmund B. Nightingale,1
Jin Wang,1
Zhenhua Guo,1
Alberto Fernández,1
N. M. S. Kumar,1
Venu Satuluri,1
M. Bagheri,1
Jonathan M. Kaldor,1
Hang Liu,1
Anders Arpteg,1
E. Chukwu,1
R. Marée,1
Gyeongsik Moon,1
Manal Binkhonain,1
S. Ribaric,1
Isabel Wagner,1
R. Caplan,1
R. Amarasingham,1
Niranjani Prasad,1
P. Thomas,1
J. Kawahara,1
Kenneth O. Stanley,1
C. Main,1
Myungsoo Kim,1
D. Luxton,1
Jennifer Allen,1
Shira Mitchell,1
G. Giuliani,1
Yongmin Zhang,1
Hendrik Weisser,1
G. Beskales,1
Y. Cohen,1
Justin Porter,1
G. Kamath,1
J. Tronto,1
T. Huan,1
S. Pabinger,1
P. Alvaro,1
Scott A. Wright,1
Siqi Liu,1
Hengshu Zhu,1
Martin Grohe,1
Dong Deng,1
J. Ulirsch,1
Sidrah Hafeez,1
S. Maheshwari,1
Jennifer Ortiz,1
N. Crouzet,1
S. Gnesi,1
M. Boden,1
Trevor J. M. Bench-Capon,1
Lisa Messeri,1
Patrick Geneva,1
Alan Nash,1
M. Marouf,1
A. White,1
Y. Son,1
P. Williams,1
A. Skidmore,1
Javier Portillo-Berasaluce,1
Giorgio Visani,1
H. Harmain,1
M. Nilashi,1
Meng Zhou,1
Daniel Hershcovich,1
A. Power,1
T. Patterson,1
S. Benhamou,1
T. Köcher,1
R. Cadario,1
Hugo Laurenccon,1
Kirsty Young,1
Rebecca Ferguson,1
Jian Chen,1
H. Galhardas,1
M. Giannakis,1
A. Hertel,1
R. Ahmad,1
Shuo Shang,1
M. Consens,1
Lijing Zhou,1
P. Shetty,1
R. Chiang,1
Chris Russell,1
J. Blumenstock,1
Ziyu Zhang,1
Kevin M. Terrell,1
Zhenyuan Ruan,1
M. Balakrishnan,1
Cecilia Summers,1
Hany Al Ashwal,1
J. Górriz,1
Thomas Wang,1
Matthew Lease,1
P. Bernstein,1
J. Willforss,1
Jianqing Zhao,1
Max Steinhausen,1
Ruyi Ji,1
Zeping Yu,1
Harald Barsnes,1
Sameer Quazi,1
Jakko Kemper,1
Shibo Hao,1
O. J. A. Pinno,1
Jason Mars,1
S. Raghunath,1
Minyang Han,1
C. Jacobi,1
S. Lang,1
H. Ta,1
L. Alekseeva,1
Ruisheng Cao,1
C. Vogt,1
J. Pustejovsky,1
J. Paulo,1
Sharon B. Chang,1
Tongtong Zhao,1
Sang Michael Xie,1
Abhimanyu Dubey,1
I. G. Cohen,1
Ron Wakkary,1
B. Zhong,1
M. Compare,1
Kyle Kubler,1
D. Schönberger,1
E. Goldman,1
R. Kangabam,1
S. Dilek,1
Hassan Damerji,1
A. Tutt,1
Haoyang Li,1
Z. Bi,1
Sudeepa Roy,1
S. Kearnes,1
Xiaofan Zhou,1
M. J. Gacto,1
R. McDougall,1
Danan Thilakanathan,1
Lianbo Zhang,1
Nick F. Ryman-Tubb,1
Jijiang Yang,1
S. Aldossary,1
F. Kessel,1
Nianxin Wang,1
Hongxin Hu,1
Neil J. Thurman,1
R. Tuckson,1
Uwe Franke,1
T. Holtgraves,1
G. Lecu'e,1
Fujian Zheng,1
Jinguang Han,1
V. Rossi,1
B. Devlin,1
A. Abelló,1
M. G. Rutten,1
S. Othman,1
Gregory Richards,1
Vlastislav Dohnal,1
Xinyue Shen,1
Alessandro Checco,1
K. Zheng,1
Moksh Jain,1
Gopal Chitalia,1
N. Yewdall,1
Pegdwendé N. Sawadogo,1
Colorado Reed,1
Oisin Mac Aodha,1
S. Cluet,1
Armen Aghajanyan,1
A. Hume,1
Ayako Hashizume,1
Jiye Mao,1
Srikanth Kandula,1
R. Geiger,1
Martin Gogolla,1
Alexander Markowetz,1
Prasanna Tambe,1
H. Le,1
Min-Woo Ryu,1
Claudia Marinica,1
F. R. Hopp,1
Tariq Mahmood,1
Nils Strodthoff,1
Seungwoo Choi,1
J. DuBois,1
Zhuohan Li,1
A. Kim,1
M. Mooijman,1
Patrick Bajari,1
Oleksandra Vereschak,1
D. Jacob,1
和憲 寺田,1
Andreas Chatzistergiou,1
Gianclaudio Malgieri,1
Adithya Pratapa,1
Avantika Mathur,1
Lu Li,1
Tianqi Song,1
W. Riker,1
F. Chollet,1
Xiaojian Zhu,1
Liang Yao,1
B. Daniel,1
D. Roselli,1
Fei Wu,1
Педагогика,1
Hemi Luan,1
Tamer Kahveci,1
Jens Winkler,1
A. Preece,1
S. Samadi,1
V. Ambriola,1
Yinghong Li,1
Suraj Pawar,1
Salim Jouili,1
Julian Shun,1
Hai Tao,1
Ma Zhaofeng,1
M. Arenas,1
S. Shamshirband,1
T. Wiktorski,1
H. Friedman,1
Emmanouil Krasanakis,1
B. Macfarlane,1
Gary Liu,1
D. West,1
L. Bally,1
Arijit Khan,1
Matthew Jagielski,1
J. Buijs,1
C. Nyberg,1
Paul Röttger,1
Kaixiong Gong,1
S. Yip,1
Y. Shao,1
Longfei Li,1
A. Rozinat,1
Howard Lee,1
Zheng Zhang,1
Junxiang Zhu,1
Magdalena Cantabella,1
Randhir Kumar,1
Shijie Zhang,1
Jennifer Tiffen,1
M. Hutson,1
M. Kogan,1
Fakhri Alam Khan,1
Michel Rauchs,1
Katrin Affolter,1
Shuhui Jiang,1
M. C. Dwarkani,1
R. Foy,1
Xiangyu Dong,1
Rita L. Sallam,1
Ashkan Yousefpour,1
Qiuxia Chen,1
Weiwei Zhang,1
D. Davies,1
Christian F. Baumgartner,1
Hao-qing Wu,1
MD Charles J. Mullett,1
S. Schoenholz,1
M. Mokbel,1
Karamjit Kaur,1
M. Opper,1
K. Frenken,1
Y. Kanagasingam,1
A. Jara,1
S. Bull,1
K. A. Ross,1
E. Olaniyi,1
S. Hoppenbrouwers,1
T. D. Bruin,1
Lita van Wel,1
S. Weller,1
O. Elemento,1
Behnam Neyshabur,1
Jianyuan Zhang,1
Vijay Srinivasan,1
X. Huang,1
S. Miles,1
Y. P. Reddy,1
Usman Raza,1
O. Klykov,1
Elizabeth Stowell,1
M. S. Levy,1
Vinodkumar Prabhakaran,1
Arisa Shollo,1
J. Robin,1
M. Murphy,1
A. Danna,1
Johan Wannenburg,1
Vivien Sainte Fare Garnot,1
W. Witt,1
Juan-Diego Zapata-Rivera,1
A. Shafieezadeh,1
David W. West,1
M. Mekawy,1
Jiangtao Peng,1
E. McKenzie,1
P. Christiansen,1
G. Caravagna,1
Jeremie S. Kim,1
S. Sushanth Kumar,1
Raghav Sethi,1
Peng Zhang,1
Hanyuan Zhang,1
Daniel Schatz,1
Luke Oakden-Rayner,1
V. Kulkarni,1
T. Heskes,1
Muhammad Alam,1
Keval Vora,1
Amit Sharma,1
Y. Juhn,1
G. Kong,1
Zi Yan,1
Tingjian Ge,1
S. Cadarette,1
J. Bene,1
Julia Heidemann,1
Wen Sun,1
Ravish Bhagdev,1
K. Cresswell,1
Chiara Di Francescomarino,1
P. Soille,1
Sameh Galal,1
T. Garvey,1
T. Solorio,1
J. Baker,1
R. Levine,1
N. Van Regenmortel,1
T. Simpson,1
Peter F. Edemekong,1
A. Hung,1
S. Ayhan,1
Chelsea Barabas,1
L. Pei,1
Julian Koch,1
G. Bex,1
M. Angell,1
Arvind Narayanan,1
Lucas Liebenwein,1
Michael X. Chen,1
U. Aïvodji,1
Timothy S. Ham,1
P. Liang,1
Chuanbin Liu,1
L. Poutievski,1
Vamsi Krishna Tumuluru,1
R. Gillum,1
Yu Lun,1
D. Grande,1
Amin Vahdat,1
Lang Xu,1
Johan Redström,1
B. McInnis,1
A. Fielder,1
Anca Gheaus,1
G. Surabhi,1
L. Micó,1
Yanzhe Chen,1
Allison K. Shaw,1
Devin R. Burrill,1
S. Kälvemark Sporrong,1
K. Asanović,1
Vincent Labatut,1
G. Jenkins,1
Yiqiu Shen,1
Justin A. DeBrabant,1
P. Delucia,1
Panagiota Galetsi,1
Zhengxin Zhang,1
Karishma Matange,1
Jill Willis,1
Chengyuan Zhang,1
P. Auer,1
Omri Azencot,1
Yasukazu Nakamura,1
Min-Yuh Day,1
L. Ardito,1
Emily Sullivan,1
Yiwei Wang,1
M. Kara,1
A. Moeller,1
Christophe Van Gysel,1
Carlos Cambra-Baseca,1
Noelia Ferruz,1
A. Ganna,1
David E. Graff,1
Maryam Salahshour Rad,1
Zixuan Huang,1
D. Sart,1
Henry S. Richardson,1
Salimah Z. Shariff,1
Wilburt Labio,1
Michael A. Rodriguez,1
M. Ienca,1
M. Crosas,1
Pan Chen,1
H. Maradit Kremers,1
B. Jacobs,1
Xingyu Chen,1
Barry Kelly,1
Junwei Bao,1
Qiang Wu,1
Samuel J. Yang,1
Zachary J. Baum,1
Paul McKellips,1
K. McCaffery,1
Daniel Flam-Shepherd,1
Steffen Kinkel,1
Mylynn Felt,1
Ci Chen,1
Z. Struzik,1
Mingxin Ma,1
M. Rovani,1
P. Gulbrandsen,1
Chris J. Maddison,1
T. Hofmann,1
Jiarui Fang,1
Anna V. Burunova,1
S. Ramírez-Gallego,1
Haiyan Fan,1
A. Mykowiecka,1
Zhaofeng Ma,1
J. Banales,1
S. Cooke,1
A. Angel,1
Jeremy C. Wyatt,1
Yongshun Zhang,1
E. Giusti,1
Jianqiu Ji,1
Hari Sowrirajan,1
L. Edwards,1
F. Bianchi,1
P. Furgale,1
A. Ferrara,1
Danh Le-Phuoc,1
Alex Bogatu,1
M. Butenuth,1
Nadir Omer Fadl Elssied,1
Luv Sharma,1
T. Loo,1
João B. Rocha-Junior,1
E. Luger,1
B. Schermer,1
V. Vlachokyriakos,1
Young-Gul Kim,1
S. Longpre,1
Ben Hixon,1
G. Pesciullesi,1
K. Fagerholt,1
Philipp Dufter,1
S. Jyothi,1
Suyel Namasudra,1
Xiao Xu,1
Khin Lwin,1
G. Hodgkinson,1
Cosmin Munteanu,1
A. Buchsbaum,1
Bingpeng Zhu,1
Zakaria Mhammedi,1
E. Mathieu,1
Honggeng Zhou,1
V. Michel,1
I. Kollia,1
N. El-Sayed,1
Gautami Tripathi,1
Leixian Shen,1
Y. Goh,1
Levent Atici,1
N. Beaubier,1
M. M. Smith,1
Wangchao Le,1
S. Star,1
M. Stiller,1
G. Ros,1
S. Jacobsen,1
Michele Utpott,1
Tianqi Yu,1
R. Hutchison,1
Nick Koudas,1
J. V. van Wyk,1
Brian Smith,1
Can Li,1
Maya R. Gupta,1
J. Marcus Rowcliffe,1
Nancy Cannaerts,1
Jonathan Mace,1
A. Clements,1
Meili Chen,1
Daniela M. Salvioni,1
J. Pohjankukka,1
S. Robertson,1
H. Stuckenschmidt,1
Sachchidanand Singh,1
Miriam Kyselo,1
O. Bastani,1
Xi Zhu,1
Fei-Yue Wang,1
A. Young,1
J. McCormac,1
Hui Miao,1
J. Buckley,1
Wenxiang Jiao,1
Kumud Bhandari,1
Joshua R. Loftus,1
Tianyuan Yu,1
O. Udrea,1
James Finnie-Ansley,1
Shiming Chen,1
D. Prior,1
Valerio Basile,1
Bill Schmarzo,1
Ming-feng Huang,1
P. Singer,1
Chen An,1
Venkatesh Mani,1
Peng Yang,1
Naif Alzahrani,1
Luo Luo,1
D. Crankshaw,1
G. Peat,1
Pranit H Bari,1
Yixin Nie,1
Joerg Evermann,1
S. Arora,1
Qianru Sun,1
M. Mooney,1
Y. Collet,1
Loredana Caruccio,1
Scott L. Vandenberg,1
Xiang Yu,1
B. Alsalam,1
Jinwen Liang,1
Dong Xie,1
Kan Ren,1
Xiaofeng Zhu,1
Liang Zhao,1
C. Böhm,1
Somayeh Nazari,1
Jiahan Li,1
Panagiotis Bouros,1
A. Sill,1
S. V. Broucke,1
Karen C. Nanji,1
Jaimie Drozdal,1
Genís Carrasco,1
J. Prochaska,1
S. Fankhauser,1
D. Short,1
Thomas Züllig,1
Muhammed Talo,1
Zelei Liu,1
G. Dutton,1
Elise M. Russo,1
M. Yazdani,1
Yao Xie,1
Claude Barthels,1
C. Corrado,1
Jayne Ross,1
D. Peters,1
Zeyu Li,1
Alexander N Gorban,1
V. Sivaraman,1
Jungkeun Kim,1
Laurent Orseau,1
Caroline Weis,1
M. G. Murphey,1
Damla Senol Cali,1
Antoine Bosselut,1
Jie Xu,1
S. M. Saqlain,1
Bowen Yu,1
S. K. Mohammed,1
Jörg Wagner,1
Trevor Cohn,1
Owais Khan,1
S. Bhavnani,1
H. Topi,1
Eric Liang,1
Tara Matthews,1
Qunzhi Zhang,1
Catherine Legrand,1
Donghyun Choi,1
Changyou Chen,1
Paul Dourish,1
Kevin M. Mendez,1
L. Măruşter,1
Leonid Libkin,1
C. McIntosh,1
A. Cavoukian,1
Andreas Fabri,1
Zhongjun (Mark) Jin,1
J. Jacobs,1
Xiatian Zhu,1
R. Charon,1
A. Gaddam,1
Minh Pham,1
Jingguo Wang,1
Ruiqi Zhong,1
S. Chauhan,1
C. Conati,1
Alex Hoose,1
Hoda Heidari,1
Sören Becker,1
S. Ruan,1
Floris Geerts,1
Ionel Gog,1
Abhishek Sharma,1
Shanbi Peng,1
H. Soleimani,1
Z. G. Baykara,1
J. Starr,1
Soheil Kolouri,1
Fatemeh Rahimian,1
Marie-Anne Durand,1
Xuemei Dong,1
S. Shaw,1
A. Elfiky,1
Ratish Puduppully,1
Bayu Adhi Tama,1
